CMST_CASE_JUVENILE_REF,maincrime,crime,age,result,assist,Risk,Need,reci
526310,0,86,17,28,1,0.3121575022498385,0.3209509641344291,0
530011,7,119,17,31,0,0.28297035374184193,0.28979039535852924,0
521327,14,141,15,17,2,0.19478075922544724,0.18108556941908543,0
528850,0,90,17,30,2,0.2849243089916818,0.273517363565487,0
526276,20,88,16,35,1,0.2790211448668153,0.2983685747780255,0
532048,8,132,17,32,0,0.27637086110086323,0.2721236203669544,0
527398,0,88,17,30,0,0.31668770478731434,0.29859847758368985,0
531599,6,120,16,15,1,0.4317585728996229,0.41610531884964386,0
533290,10,113,15,25,1,0.40442766194666674,0.38997842250285725,0
528450,17,162,15,28,2,0.26960003477842825,0.26,0
521227,12,121,17,18,1,0.34257143950896213,0.3225714395089621,0
527205,11,146,14,5,1,0.32351872003491267,0.30351872003491265,0
532351,1,88,16,29,1,0.28150715898619233,0.2715071589861923,0
527369,7,166,16,27,2,0.224774202202299,0.20477420220229897,0
528933,4,91,15,26,0,0.3319796228318885,0.32197962283188847,0
531698,34,117,17,2,1,0.4916643696545194,0.479918119145426,0
525130,8,131,17,18,0,0.30891174072323807,0.28891174072323805,0
526386,5,112,16,30,0,0.25697003227569976,0.2582712011520057,0
527964,10,147,16,6,2,0.3358387388701729,0.29,0
527209,11,146,14,5,1,0.32708582845178286,0.30708582845178284,0
531119,10,140,16,9,1,0.3715331193257969,0.3715331193257969,0
528392,7,146,15,28,1,0.31889593854773257,0.30294864081524625,0
528772,2,97,15,30,0,0.4922299626973241,0.4892443353659069,0
528466,10,148,15,7,2,0.4049050771060843,0.4116704507716738,0
526224,0,88,17,30,1,0.18590594066565247,0.18355085515059316,0
526887,0,88,16,30,0,0.30519434576144056,0.29961130847711887,0
524667,7,119,17,31,1,0.24912719835813887,0.2327514655720926,0
531208,0,88,17,30,1,0.3021408595402478,0.2828544793869971,0
529325,3,101,16,30,1,0.28083591431700355,0.2651813367682181,0
532559,6,75,17,17,2,0.26,0.23431769111427186,0
526386,25,127,17,13,0,0.2877054673914218,0.2792636684785544,0
525039,9,155,17,14,2,0.30483029874798917,0.2603133286227881,0
528137,10,146,13,5,2,0.3077420060404085,0.2886452036242451,0
532220,23,122,16,30,2,0.33507502661883504,0.3391515941098666,0
525054,0,79,16,4,2,0.22971405520644916,0.23942811041289833,0
528057,10,49,15,23,1,0.30970797654646876,0.2989779179126406,0
529350,20,71,17,31,1,0.2578586997234028,0.22785869972340278,0
533050,15,43,17,22,1,0.39703024523299985,0.36544983232149986,0
526900,0,88,17,30,0,0.2973056643282751,0.28365283216413756,0
530210,8,127,16,22,1,0.29591018684571385,0.28619386677857117,0
522179,12,99,17,22,0,0.2965781022847123,0.2892624818277698,0
530032,0,88,16,30,0,0.3661685071311332,0.33,0
521559,12,137,16,3,1,0.33492270116034595,0.30993816092827675,0
525031,26,105,16,31,1,0.2775894376501527,0.26479178483900767,0
525978,7,118,17,31,1,0.25947336428973333,0.24842009286920003,0
522327,13,122,17,14,0,0.32307358741718134,0.28968830490061764,0
531260,7,166,17,27,1,0.29420062790677265,0.3,0
524603,2,99,15,30,1,0.3631700879501006,0.3631700879501006,0
520999,13,123,17,18,1,0.22311780525000424,0.2077413663000051,0
532115,0,88,17,30,1,0.32310736004499346,0.28463905781277266,0
532110,7,163,15,26,2,0.2606646253043857,0.2653913412964909,0
532107,0,88,17,30,1,0.3114335812712052,0.27555945209982624,0
529277,11,145,16,32,1,0.44577442671505063,0.47385371158552814,0
524458,0,88,17,30,2,0.2680465325989408,0.23804653259894082,0
527388,7,119,16,31,0,0.29716549200133574,0.30203168880187004,0
529868,4,65,16,31,1,0.3255528898147668,0.3179335565806347,0
525856,7,122,16,27,1,0.3601093496267674,0.36516402444015106,0
524630,7,125,16,31,0,0.33550399222246663,0.34086690272747266,0
529272,3,104,15,30,0,0.33518241883837363,0.3210945130302417,0
523859,0,88,17,30,0,0.33143032554872176,0.30856967445127825,0
525108,7,119,17,31,0,0.341053055878669,0.3401319678887799,0
527646,7,119,15,31,2,0.33566528003431156,0.3282318080377427,0
533036,11,145,17,33,1,0.34367618067988337,0.30432086555676163,0
527001,8,159,15,19,1,0.3594620248587014,0.3561884665410679,0
523987,5,111,17,30,1,0.2746459330591736,0.25216202701102935,0
525722,0,79,16,29,1,0.32122328330540445,0.3112232833054045,0
525388,1,96,16,30,1,0.32733639294316624,0.331869114354533,0
531897,30,103,17,29,1,0.284308433652328,0.25718072275387993,0
531637,9,154,17,13,1,0.425133137640749,0.41321569596067764,0
526581,8,155,17,29,2,0.3022025373363254,0.29742279106995795,0
532509,11,48,17,6,1,0.30736498928994627,0.290897843372788,0
527674,3,67,17,29,1,0.33186085531938747,0.30548868425550996,0
527867,11,54,17,32,2,0.24662517116353136,0.24550022821804182,0
527786,7,166,16,27,1,0.2934972507807388,0.3011475257026649,0
531375,8,158,17,19,2,0.2328991961157335,0.21502453106751124,0
529913,7,166,16,27,0,0.326521568353659,0.30386448762195184,0
528007,7,45,17,37,0,0.2614919370295203,0.21574596851476016,0
525555,0,85,16,26,1,0.3264850662081415,0.3164850662081415,0
529725,1,95,16,30,2,0.28496206369283833,0.27868361146246706,0
526620,0,88,16,30,1,0.3998207438850151,0.37986211068078085,0
524811,7,116,17,31,1,0.24651104008962874,0.22651104008962872,0
527366,7,166,16,27,2,0.2543479650722246,0.22695663756018716,0
525650,0,88,16,30,0,0.3686103461167963,0.3316660109572539,0
526718,19,100,16,2,2,0.2204748363175223,0.20612128827216197,0
530034,0,88,16,30,0,0.39796688147211307,0.3684544620241555,0
532133,11,59,16,22,1,0.3,0.29766564373015475,0
529124,0,88,17,30,0,0.3714780572586198,0.3622170858879297,0
525155,0,88,16,30,1,0.26541912388932376,0.25513122940224464,0
526377,13,9,16,30,1,0.2776408109343381,0.2615894982106721,0
525843,7,119,16,31,0,0.22004570631247364,0.21130141960153287,0
527475,0,88,17,30,1,0.3612522458815673,0.34187836882235095,0
525868,11,146,16,5,2,0.3,0.27367335851360775,0
524552,19,135,14,3,2,0.3165131280476667,0.3095393841430001,0
521969,13,125,17,15,1,0.2843655677874929,0.28327417584061965,0
530458,8,99,16,23,0,0.2209986882935157,0.20959790126962516,0
526815,7,163,14,24,1,0.19482342057880103,0.17376460482317238,0
528460,7,166,15,27,2,0.29693922254559224,0.2935280161039944,0
525075,1,87,16,34,1,0.301383267730048,0.29138326773004797,0
524909,0,88,15,30,1,0.28857043042027897,0.2724358004944459,0
524044,7,119,16,31,1,0.17693348573830936,0.16808906669469426,0
525799,9,154,15,14,2,0.2851983904686705,0.2741587123749364,0
526958,9,151,17,11,0,0.3370970985503068,0.31709709855030677,0
530842,10,38,16,31,1,0.3057769757542194,0.29888487877109715,0
526571,6,114,16,30,0,0.34989009043445174,0.32706435031032266,0
527182,11,146,14,5,1,0.3338917233196341,0.3208375849794512,0
532647,7,162,16,28,2,0.17609619800699602,0.1478846644522178,0
529587,13,57,17,29,1,0.27872246645707466,0.26808369968561196,0
527242,13,140,16,7,0,0.34,0.317543605713005,0
522489,22,125,12,16,1,0.31,0.27965418088750177,0
522773,9,132,15,17,1,0.2760778939522116,0.2612318788025275,0
529393,4,68,14,30,2,0.3018290832655481,0.2766780872305742,0
532767,10,48,14,31,2,0.360514803166272,0.34025740158313605,0
524711,3,93,16,30,0,0.28664271359272875,0.26664271359272873,0
527774,7,166,15,27,1,0.3649933912278721,0.3399603473672326,0
525149,3,74,17,30,1,0.2900641732772704,0.2867415354901488,0
531716,16,74,17,28,0,0.29717343902167026,0.2835260433574114,0
525368,6,94,17,30,2,0.3171642054911175,0.28791051372779375,0
525870,10,145,16,5,2,0.2886179407072529,0.2589634555304397,0
533303,7,163,17,24,1,0.4118237613808674,0.38046105494434534,0
526565,7,166,17,27,1,0.1734042871717994,0.14402324847576292,0
531382,4,95,15,30,0,0.3,0.2523955712933551,0
522680,10,35,16,38,0,0.22278342369980028,0.16556684739960054,0
526830,11,146,13,5,0,0.30677974640804206,0.28161795128003825,0
522126,11,37,17,32,1,0.2617488048290887,0.2617488048290887,0
529455,0,88,15,30,1,0.4114722536042013,0.40810357244132883,0
527825,0,91,16,30,0,0.2877678546894484,0.2788839273447242,0
526655,0,88,16,30,1,0.3380266595187499,0.32,0
521872,13,122,17,2,2,0.26054266574280227,0.22054266574280226,0
526349,7,164,16,27,1,0.2070208168694656,0.20772289855641216,0
530910,7,166,16,27,0,0.2957665692984964,0.2957665692984964,0
530841,7,117,16,31,0,0.316528876343474,0.32537183512463197,0
529979,0,88,16,30,1,0.3098248820540703,0.2757898584648844,0
525416,9,106,15,31,0,0.40354691646441304,0.39354691646441303,0
529232,7,166,15,27,1,0.30031856731301537,0.3104247564173538,0
527490,6,118,17,30,1,0.14283840259636754,0.14283840259636754,0
523929,0,88,15,30,1,0.36789467014719435,0.36789467014719435,0
524399,9,134,17,32,1,0.30853775129271255,0.33017521539375366,0
530835,0,88,16,30,1,0.3177544330670363,0.3143860826675909,0
527502,0,88,17,30,1,0.27033407697305856,0.2694729038919703,0
525431,7,166,16,27,1,0.2171849807966477,0.21374798463731814,0
532248,13,99,17,18,1,0.28808564225652866,0.2540734076484531,0
528504,18,88,16,35,1,0.38113785858384386,0.3422456262608633,0
522775,11,141,14,4,1,0.3764828783081801,0.3694486349245404,0
522693,11,146,15,5,1,0.2911428326713239,0.2723809251903599,0
531116,10,143,16,7,1,0.36573989473119145,0.36573989473119145,0
527627,6,58,15,24,1,0.27937164138125314,0.24561940230208854,0
524835,9,133,15,16,1,0.2615522511731672,0.23077612558658359,0
523039,12,125,16,16,0,0.388997275009814,0.387994550019628,0
527532,20,88,16,35,2,0.29093939816880643,0.29093939816880643,0
530950,0,88,16,30,0,0.40710562665988315,0.40710562665988315,0
531303,25,99,17,23,0,0.2921778357664786,0.2821778357664786,0
526220,10,116,16,23,1,0.2951249740699299,0.3051249740699299,0
525160,10,150,16,10,2,0.3952245928359298,0.3776061322778459,0
529255,7,119,16,30,0,0.34,0.3491596432773724,0
531338,19,135,17,3,1,0.4079923818589016,0.41079542911534095,0
530615,10,140,16,7,0,0.35043936359486416,0.34043936359486415,0
529906,7,164,15,24,0,0.3892467634193204,0.39631406253368046,0
533241,7,117,15,31,0,0.46414694383331045,0.4541469438333105,0
526633,7,165,17,25,0,0.3080424480234043,0.3075530600292554,0
523303,0,87,16,26,1,0.33743510930084525,0.32743510930084524,0
530715,6,121,14,15,2,0.33,0.30827969142993467,0
525537,0,88,17,30,2,0.27377519230234476,0.26147932691862064,0
521296,13,127,17,24,0,0.35,0.3569897677393416,0
525838,7,119,15,31,0,0.1938971444381058,0.1758457166571587,0
532767,10,48,14,31,2,0.3674294274567948,0.35485885491358965,0
524489,0,88,15,30,0,0.2808078537033043,0.2744104716044057,0
525549,0,88,16,30,2,0.2704162934692582,0.2604162934692582,0
524209,1,99,17,29,0,0.35098724811185156,0.3480622093598287,0
532027,14,56,17,29,0,0.25,0.24,0
523417,7,119,17,31,2,0.25921181462253795,0.23921181462253793,0
526375,16,5,17,28,1,0.2840899627114001,0.26211995028186674,0
532245,21,131,15,18,2,0.37727843338631006,0.3687973889771834,0
527290,10,143,17,32,1,0.36176517810788666,0.3622064726348583,0
525867,11,146,16,5,2,0.28729391279026245,0.26729391279026243,0
533046,9,152,13,12,2,0.27321313752138426,0.2664262750427685,0
531388,11,146,17,5,1,0.3589956794146604,0.34574243897565565,0
533191,0,88,14,30,0,0.41524881662298935,0.38270734718582444,0
528309,0,85,15,30,2,0.3164582946940934,0.3059523367932496,0
533253,7,119,16,7,0,0.3628799106949605,0.34001992185809043,0
530680,10,67,16,35,2,0.2403347077165492,0.1951673538582746,0
524896,2,88,14,29,2,0.37684526284557296,0.3755833679838022,0
527504,0,86,17,30,1,0.259779505187926,0.25933851556377796,0
526497,8,52,16,27,2,0.3244946887326548,0.3208244812210913,0
528281,11,146,16,5,0,0.3138098066203817,0.3161901933796183,0
530798,0,88,17,30,0,0.3668840800124329,0.3568840800124329,0
527360,0,88,16,30,2,0.30631272242542645,0.2944690836381397,0
525249,7,166,16,27,1,0.2780866614375411,0.27127903940185033,0
527458,0,88,15,30,1,0.32066984860687153,0.3060047729103073,0
532337,0,88,17,30,1,0.3079548004561717,0.2979548004561717,0
532081,0,88,16,30,2,0.37170017219838586,0.33443587418421544,0
528583,7,119,15,31,2,0.31639975078806226,0.31334518267788614,0
528639,7,166,16,27,2,0.2971100510917818,0.2959540715284945,0
526833,10,149,12,8,0,0.23941175751291255,0.2194117575129126,0
529149,9,155,14,15,0,0.2874043317513533,0.2767173798223952,0
523550,7,166,16,27,1,0.2734962822035446,0.2730592469281015,0
526778,15,95,16,31,1,0.3135515213229753,0.3101309127937852,0
528351,4,112,16,34,1,0.3036840805201116,0.30736816104022313,0
524906,10,79,16,30,1,0.31800639057892044,0.3145055917565554,0
529178,0,88,17,30,1,0.40238191310596955,0.38566517169049425,0
526159,7,165,17,26,0,0.2104273480343445,0.22035612336195376,0
532768,10,48,14,31,1,0.3560582512815351,0.3321165025630703,0
528439,7,166,15,27,2,0.2959611508291031,0.2906407672194021,0
528344,2,103,16,35,1,0.31343225637600897,0.308954837584006,0
522792,11,136,14,14,0,0.36009606821140566,0.35014410231710846,0
524557,0,88,15,30,1,0.3878050456715102,0.3793660548058122,0
521231,13,123,17,18,1,0.3335034082554187,0.31422525178259436,0
523857,9,136,16,32,1,0.26387819858913486,0.24079415445821603,0
521815,12,112,14,25,2,0.34868323943951357,0.33056936619959465,0
533285,9,155,17,15,1,0.35043846511694593,0.33114023971433887,0
527632,9,135,16,14,1,0.3232649387748404,0.2798974081622606,0
532768,5,110,15,30,2,0.22117065598514482,0.21842594558613515,0
530819,2,77,16,30,0,0.30118151957031364,0.27590759785156826,0
524869,9,88,16,11,2,0.1957171952310957,0.1757171952310957,0
524819,29,122,16,2,2,0.3757066858223461,0.3357066858223461,0
529748,11,145,16,19,1,0.3153506324842587,0.31210379490555223,0
527018,5,111,16,30,1,0.23314404111458306,0.22024633563913654,0
527826,0,88,17,30,1,0.28604704866742997,0.27,0
525994,7,119,17,31,1,0.30176407403352984,0.29176407403352983,0
533198,1,92,16,30,0,0.35941147488454084,0.34090466526027474,0
530966,10,146,16,5,1,0.39353529977917023,0.39313125601536836,0
533014,17,70,17,29,1,0.2661491534693676,0.25989243036732546,0
531056,11,149,15,47,2,0.38,0.38,0
526204,0,88,15,30,1,0.2744073302002011,0.24800563861553931,0
531370,7,99,15,31,1,0.3,0.23679361266290913,0
530970,0,88,16,30,1,0.2976113562759668,0.29174090418397786,0
532874,0,88,16,30,0,0.2997607233637732,0.27976072336377317,0
521875,13,124,15,19,0,0.33526237091743366,0.3126311854587168,0
529102,7,163,16,24,1,0.2622507321001374,0.26102565889012364,0
521137,13,124,16,20,1,0.35936123044156515,0.36420153805195643,0
530733,9,152,13,12,1,0.31619522850903276,0.28964642138177454,0
528270,11,146,17,5,2,0.332335960091863,0.3211679800459315,0
526342,7,161,16,21,1,0.24121130181658457,0.23892178504899653,0
530237,7,166,17,27,1,0.29169881687225563,0.2803783436211579,0
527223,11,146,14,5,1,0.3208616313169993,0.3008616313169993,0
525560,4,109,17,30,0,0.256113296239787,0.2291699443596805,0
527724,20,4,15,27,0,0.13808932454831072,0.11851507847190602,0
521935,8,120,14,29,2,0.29368844051515175,0.2653395544329005,0
524597,7,137,15,29,2,0.24839286225923773,0.2183928622592377,0
526960,9,155,17,15,0,0.335355375297128,0.315355375297128,0
531002,6,116,17,30,0,0.28578757866892296,0.28385838577928196,0
528761,26,91,16,21,2,0.3367775880188606,0.3267775880188606,0
527429,10,92,16,30,2,0.34071341218738316,0.3251010424998665,0
525268,11,145,13,27,2,0.3503870624444921,0.3323096499555937,0
530748,7,165,14,26,0,0.28864127976119314,0.2686412797611932,0
526832,11,146,12,5,0,0.27544393704337866,0.25289954333904086,0
531454,9,50,13,30,1,0.33463059375112747,0.29595362053716384,0
524199,0,89,17,30,0,0.3633885724137276,0.3628376201148716,0
521137,11,137,17,9,1,0.33350423034416427,0.3270084606883285,0
527128,27,117,15,28,1,0.25153250511237896,0.2492801833186376,0
525093,7,124,16,25,1,0.3931895771893867,0.38537459345133335,0
532873,0,88,16,30,0,0.3135879753246332,0.2944849691557915,0
530955,0,88,16,30,2,0.2801987905549854,0.28,0
528618,7,166,16,27,0,0.35540977591321665,0.3503725235574697,0
524919,0,88,16,30,1,0.2189460780722894,0.1900643378313256,0
523553,7,165,17,26,0,0.2709747977904836,0.27073109834286274,0
529287,6,69,14,31,1,0.20106318341823579,0.2,0
526777,20,102,16,31,1,0.32659065329979425,0.32,0
530623,26,107,16,29,1,0.3646971153507882,0.35763902240488915,0
525869,11,146,16,5,2,0.2940704239333566,0.2681408478667132,0
528819,0,88,16,30,1,0.30315137242196477,0.2631513724219648,0
525911,7,60,17,24,1,0.3170374756887863,0.28527810676658977,0
526994,0,88,17,30,2,0.27357122777881565,0.25316300714419154,0
529816,7,119,14,31,1,0.41437829710672286,0.40021016505929047,0
522666,12,115,16,25,1,0.22879359775274977,0.22155518426924842,0
521765,13,126,15,23,1,0.2948432987003955,0.2839701634827252,0
523027,12,138,15,21,1,0.3496132033214324,0.3548066016607162,0
526027,0,88,17,30,0,0.3210644155332651,0.3065966232998976,0
527241,5,90,16,29,1,0.34,0.31649399187462174,0
532771,10,48,14,31,1,0.3541637580750377,0.3283275161500754,0
529817,7,119,14,31,1,0.3991968715107164,0.39177603972817576,0
526633,7,163,17,23,1,0.3041634120360119,0.30270426504501485,0
527810,7,166,16,27,1,0.2991339840076844,0.2991339840076844,0
522773,9,154,15,13,0,0.38,0.3638425753349307,0
532768,10,48,14,31,1,0.357133985088889,0.32996894781111147,0
526206,4,106,16,30,1,0.2719683469499534,0.27202110203336444,0
525416,0,88,16,30,1,0.26150587049863505,0.263807044598362,0
527869,1,93,17,30,1,0.266379689128191,0.2645695336922864,0
529286,7,67,15,32,2,0.24079047288577596,0.22079047288577597,0
523406,8,128,17,21,2,0.31944095446432275,0.3098570976339712,0
530006,20,98,15,29,1,0.34427592280579206,0.317137961402896,0
529241,7,163,15,26,1,0.33158770585796965,0.345236882426091,0
525269,7,123,16,31,2,0.3761664822323393,0.3884994466970179,0
524111,10,139,17,11,1,0.3088215458315613,0.29124380784146947,0
527283,13,93,16,29,1,0.3219322487616083,0.2819322487616083,0
530611,23,121,16,30,1,0.373326752204116,0.35888121090480196,0
530384,7,165,15,26,2,0.3706978663923802,0.4001744665980951,0
525732,7,118,16,30,1,0.3300126466629349,0.300033724434493,0
525891,0,88,16,30,0,0.34851153746132146,0.2929301768992747,0
525212,0,79,15,17,1,0.3605721228355113,0.3471752202982323,0
528267,11,146,17,5,2,0.3312556981066807,0.32062784905334035,0
532046,10,145,16,32,1,0.27338344665172787,0.2741353236854452,0
531127,26,117,16,9,1,0.3764643387697505,0.34744056461625084,0
524803,22,131,17,3,0,0.3549887354687225,0.3299924903124817,0
525035,7,166,14,27,2,0.2870252459246862,0.27513355193305444,0
523420,4,105,17,30,2,0.3216178047745365,0.29319218068341457,0
531028,10,148,15,7,0,0.2974236512363183,0.29060521605188333,0
527751,4,108,17,30,1,0.3038516195742623,0.30710521656283735,0
521520,12,52,16,35,0,0.3182232487960865,0.32233487319412973,0
530847,18,2,17,33,1,0.31692710108859845,0.3269271010885984,0
528985,0,88,16,30,1,0.25790349783994687,0.24,0
531774,3,104,17,30,1,0.2874926087404437,0.27811945655533277,0
530005,8,157,16,17,1,0.33770184917167784,0.3332763868787584,0
520993,12,128,17,15,1,0.16960630657507098,0.14178478508341222,0
521920,18,28,15,33,1,0.23915244642884861,0.23606769107173348,0
